schoolname,scope,collegeID,yr_closed,yr_approved,yr_submit,yr_canceled,days_between,years_between,alt,construct,reconstruct,repair,relocate,edu_building,career_tech,community1,community2,gen_facilities,admin,CPI_estamount,CPI_contamount,CPI_changeamt,CPI_closedamount,calculated_cost,scaled_cost,genenrollment,spend_student,career_techstudent,edu_buildingstudent,gen_facilitiesstudent,adminstudent,altstudent,constructstudent,reconstructstudent,repairstudent,relocatestudent
PORTERVILLE COLLEGE (KERN COMMUNITY COLLEGE DISTRICT),CONSTRUCTION OF 9-SOLAR PANEL STRUCTURES,523,,2015,2015,,,,0,1,0,0,0,0,0,0,0,1,0,4011252.5,,,,4011252.5,4.0112524,5036,796.51556,0,0,796.51556,0,0,796.51556,0,0,0
PORTERVILLE COLLEGE (KERN COMMUNITY COLLEGE DISTRICT),ALTERATIONS TO 1-FITNESS CENTER 1-GYMNASIUM BUILDING,523,,2015,2015,,,,1,0,0,0,0,0,0,0,1,0,0,1947897.4,,,,1947897.4,1.9478974,5036,386.79456,0,0,0,0,386.79456,0,0,0,0
PORTERVILLE COLLEGE (TULARE COUNTY OF ED),CONSTRUCTION OF 1-SHADE STRUCTURE,523,2011,,2010,,,,0,1,0,0,0,0,0,0,0,1,0,54048.945,107665.5,15214.777,,122880.28,0.12288028,,,,,,,,,,,
MERCED COLLEGE,ALTS. TO TWO CLSRM. BLDGS. (RELOCATION) FILE NO. 24-C1,531,1999,1998,1998,,396,1.0842121,0,0,0,0,1,1,0,0,0,0,0,28899.631,66469.148,,,66469.148,0.066469148,18376,3.6171718,0,3.6171718,0,0,0,0,0,0,3.6171718
MERCED COLLEGE,CONST. OF TWO CLSRM. BLDGS. (RELOCATABLE) FILE NO. 24-C1,531,2000,1998,1998,,720,1.9712946,0,1,0,0,0,1,0,0,0,0,0,184834.34,203375.72,,,203375.72,0.20337571,18376,11.067464,0,11.067464,0,0,0,11.067464,0,0,0
MERCED COLLEGE,CONST. OF SITE WORK AND FIRE ALARM ONLY,531,2000,1998,1998,,455,1.2457488,0,1,0,0,0,0,0,0,0,1,0,43005.613,212985.31,28670.41,,241655.72,0.24165572,18376,13.150616,0,0,13.150616,0,0,13.150616,0,0,0
MERCED COMMUNITY COLLEGE, FILE NO. 24-C1,531,1999,1998,1997,,272,0.74471134,0,0,0,0,0,0,0,0,0,0,0,72606.305,72606.305,,,72606.305,0.072606303,18376,3.9511485,0,0,0,0,0,0,0,0,0
MERCED COLLEGE (MERCED COMMUNITY COLLEGE DISTRICT),ALTS. TO STUDENT UNION BLDG AND TOILET BLDG.,531,2002,1999,1999,,858,2.3491261,1,0,0,0,0,0,0,0,0,1,0,213983.61,228858.33,20014.6,,248872.92,0.24887292,19260,12.921751,0,0,12.921751,0,12.921751,0,0,0,0
MERCED COLLEGE,ALTERATIONS TO SCIENCE BLDG.,531,2001,1999,1999,,535,1.4647814,1,0,0,0,0,1,0,0,0,0,0,570622.94,845449.25,14265.574,,859714.81,0.85971481,19260,44.637321,0,44.637321,0,0,44.637321,0,0,0,0
MERCED COLLEGE,CONSTRUCTION OF THREE SCOREBOARDS,531,2001,1999,1999,,616,1.686552,0,1,0,0,0,0,0,0,1,0,0,42461.566,3617725.5,10138.406,,3627864,3.6278639,19260,188.36261,0,0,0,0,0,188.36261,0,0,0
MERCED COLLEGE,ALTERATIONS TO THREE CLSRM. BLDGS. AND TOILET BLDG. (RELOCATION),531,2002,1999,1999,,1148,3.1431198,0,0,0,0,1,1,0,0,0,1,0,49538.492,218153.38,,,218153.38,0.21815337,19260,11.326758,0,11.326758,11.326758,0,0,0,0,0,11.326758
MERCED COLLEGE-MERCED COMMUNITY COLLEGE DISTRICT,ALTERATIONS TO LIBRARY BUILDING,531,2013,1999,1999,,5321,14.568416,1,0,0,0,0,0,0,1,0,0,0,356422.94,530357.31,33244.281,,563601.63,0.56360161,19260,29.262806,0,0,0,0,29.262806,0,0,0,0
MERCED COMMUNITY COLLEGE (MERCED COM COL DISTRICT),CONSTRUCTION OF CHILD DEVELOPEMENT BUILDING,531,2003,2000,2000,,1082,2.9624178,0,1,0,0,0,0,1,0,1,0,0,4202811.5,4236220.5,390107.94,,4626328.5,4.6263285,21189,218.33633,218.33633,0,0,0,0,218.33633,0,0,0
MERCED JR. COLLEGE,CONSTRUCTION OF 80 FT. MOMOPOLE ANTENNA AND EQUIPMENT SHELTER BLDG.,531,2013,2000,1998,,4958,13.574554,0,1,0,0,0,0,0,0,0,1,0,28740.551,,28740.551,28740.551,28740.551,0.028740551,21189,1.3563901,0,0,1.3563901,0,0,1.3563901,0,0,0
MERCED COLLEGE (MERCED COMMUNITY COLLEGE DIST),CONSTRUCTION OF 160 FOOT LATTICE TOWER,531,2003,2000,1999,,846,2.3162713,0,1,0,0,0,0,0,0,0,1,0,83514.453,171567.92,56348.594,,227916.52,0.22791651,21189,10.75636,0,0,10.75636,0,0,10.75636,0,0,0
MERCED COLLEGE (MERCED COMMUNITY COLLEGE DIST),CONSTRUCTION OF RAISED AMPHITHEATRE,531,2002,2001,2001,,440,1.2046801,0,1,0,0,0,0,0,0,1,1,0,105775.58,209567.86,,,209567.86,0.20956786,22306,9.395134,0,0,9.395134,0,0,9.395134,0,0,0
MERCED COLLEGE LOS BANOS CAMPUS (STANISLAUS CO OFFICE OF ED),RELOCATION OF 1 STOCKPILE RELOCATABLE BLDG,531,2004,2001,2001,,1153,3.1568093,0,0,0,0,1,1,0,0,0,0,0,26384.502,45095.07,10866.457,,55961.527,0.055961527,22306,2.5088105,0,2.5088105,0,0,0,0,0,0,2.5088105
MERCED COLLEGE (MERCED COMMUNITY COLLEGE DIST),ALTERATION TO: VOCATIONAL OCCUPATION CLASSROOM BUILDING,531,2003,2001,2001,,738,2.020577,1,0,0,0,0,1,1,0,0,0,0,159832.66,503611.41,,503611.41,503611.41,0.50361139,22306,22.577396,22.577396,22.577396,0,0,22.577396,0,0,0,0
MERCED COLLEGE (MERCED COMMUNITY COLLEGE DIST),CONSTRUCTION OF LOCKER/RESTROOM BLDG,531,2003,2002,2001,,317,0.86791724,0,1,0,0,0,0,0,0,0,1,0,131922.52,393421.94,54497.98,,447919.91,0.44791991,22715,19.719124,0,0,19.719124,0,0,19.719124,0,0,0
MERCED COMMUNITY COLLEGE,ADDITIONS OF GALLERY ROOM & RAMPS,531,2010,2002,2002,,2838,7.7701864,0,0,0,1,0,0,0,0,0,1,0,329991.56,242230.97,-54092.219,,188138.75,0.18813875,22715,8.2825775,0,0,8.2825775,0,0,0,0,8.2825775,0
MERCED COLLEGE (MERCED COMMUNITY COLLEGE DIST),CONSTRUCTION OF 2 MULTI-USE BLDGS. & C.R. BLDG.,531,2011,2002,2002,,3046,8.3396721,0,1,0,0,0,1,0,0,0,0,0,9151805,9147874,258466.67,,9406341,9.4063406,22715,414.10263,0,414.10263,0,0,0,414.10263,0,0,0
MERCED COLLEGE (MERCED COMMUNITY COLLEGE DIST),ALTERATION TO SWIMMING POOL SCOREBOARD,531,2004,2003,2002,,426,1.1663493,1,0,0,0,0,0,0,0,1,0,0,6461.8809,7043.4502,,,7043.4502,0.00704345,20398,0.34530103,0,0,0,0,0.34530103,0,0,0,0
MERCED COLLEGE (MERCED COMMUNITY COLLEGE DIST),CONSTRUCTION OF EQUIPMENT SHELTER ALTERATION TO ANTENNA TOWER,531,2004,2003,2003,,243,0.66531193,0,1,0,0,0,0,0,0,0,1,0,95200.156,89560.5,,,89560.5,0.089560501,20398,4.3906512,0,0,4.3906512,0,0,4.3906512,0,0,0
MERCED COLLEGE (MERCED COMMUNITY COLLEGE DIST),CONSTRUCTION OF 4 - RELOCATABLE C.R. BLDG/S 1 - RELOCATABLE TOILET BLDG,531,2012,2004,2004,,2856,7.819469,0,1,0,0,0,1,0,0,0,1,0,325027.09,2071320.8,,,2071320.8,2.0713208,18611,111.29551,0,111.29551,111.29551,0,0,111.29551,0,0,0
MERCED COLLEGE (MERCED COMMUNITY COLLEGE DISTRICT),RELOCATION OF 2 RELOCATABLE KINDERGARTEN BUILDINGS (36X40),531,2006,2004,2004,,826,2.261513,0,0,0,0,1,1,0,0,0,0,0,199008.16,768669,,,768669,0.76866901,18611,41.301865,0,41.301865,0,0,0,0,0,0,41.301865
MERCED COLLEGE - LOS BANOS CAMPUS (MERCED COMMUNITY COLLEGE DIST),CONSTRUCTION OF ADMIN/CR BUILDING AND SITE WORK,531,2009,2005,2004,,1254,3.4333382,0,1,0,0,0,1,0,0,0,1,1,20409058,20097538,475956.41,,20573494,20.573494,18950,1085.6725,0,1085.6725,1085.6725,1085.6725,0,1085.6725,0,0,0
MERCED COLLEGE (MERCED COMMUNITY COLLEGE DIST),CONSTRUCTION OF (2) AUTO LIFTS.,531,2007,2005,2004,,392,1.0732604,0,1,0,0,0,0,0,0,0,0,0,24628.301,8004.1978,,,8004.1978,0.008004198,18950,0.4223851,0,0,0,0,0,0.4223851,0,0,0
MERCED COLLEGE (MERCED COMMUNITY COLLEGE DIST),CONSTRUCTION OF 2-STORY SCIENCE BUILDING ALTERATION TO SCIENCE BUILDING,531,2008,2005,2004,,1164,3.1869264,0,1,0,0,0,1,0,0,0,0,0,12255628,15476912,1312254.1,,16789166,16.789165,18950,885.9718,0,885.9718,0,0,0,885.9718,0,0,0
MERCED COLLEGE (MERCED COMMUNITY COLLEGE DIST),CONSTRUCTION OF MECH. YARD ALTERATION TO 1 - CENTRAL PLANT. 1 - THEATER 1 - POOL BLDG,531,2009,2005,2005,,1523,4.169836,0,1,0,0,0,0,0,0,1,1,0,2567516.3,3027693.8,112982.7,,3140676.5,3.1406765,18950,165.73491,0,0,165.73491,0,0,165.73491,0,0,0
MERCED COLLEGE (MERCED COMMUNITY COLLEGE DIST),CONSTRUCTION OF LEARNING RESOURCE CENTER,531,2009,2005,2004,,1463,4.0055614,0,1,0,0,0,1,0,1,0,0,0,17643292,16742715,368500.41,,17111216,17.111216,18950,902.96655,0,902.96655,0,0,0,902.96655,0,0,0
MERCED COLLEGE (MERCED COMMUNITY COLLEGE DIST),ALTERATION TO WIRELESS TOWER (INSTALLED NEW ANTENNAS (3) BTS UNITS (3) AND DISHES (4)),531,2013,2005,2005,,2901,7.9426746,1,0,0,0,0,0,0,0,0,1,0,29111.492,20699.484,,,20699.484,0.020699484,18950,1.092321,0,0,1.092321,0,1.092321,0,0,0,0
MERCED BUS. RES. CENT. (MERCED CCD),CONSTRUCTION OF ADMIN BLDG/CLSRM BLDG,531,2008,2006,2006,,756,2.0698595,0,1,0,0,0,1,0,0,0,0,1,7540533,6223137.5,66507.813,,6289645.5,6.2896457,19035,330.42529,0,330.42529,0,330.42529,0,330.42529,0,0,0
MERCED COMM. COLL. (MERCED CCD),ALTERATION TO ADMIN. BLDG,531,2009,2007,2006,,792,2.1684241,1,0,0,0,0,0,0,0,0,0,1,4629567,4175861.3,364936.56,,4540798,4.5407982,18863,240.72513,0,0,0,240.72513,240.72513,0,0,0,0
MERCED COMM. COLL. (MERCED CCD),CONSTRUCTION OF SITEWORK AND 2 BLDGS,531,2009,2007,2007,,782,2.1410451,0,1,0,0,0,0,0,0,0,1,0,14013297,9150407,304286.72,,9454694,9.4546938,18863,501.22961,0,0,501.22961,0,0,501.22961,0,0,0
MERCED ADMINISTRATION BLDG (MERCED COMMUNITY COLLEGE DISTRICT),ALTERATION TO 1-ADMINISTRATION BUILDING,531,2010,2008,2008,,601,1.6454835,1,0,0,0,0,0,0,0,0,0,1,2209387.5,1357668.6,319506.69,,1677175.3,1.6771753,20271,82.737671,0,0,0,82.737671,82.737671,0,0,0,0
MERCED COMMUNITY COLLEGE (MERCED C.C.D.),ALTERATION TO 1-CELLULAR POLE/TOWER,531,2013,2008,2008,,1738,4.7584863,1,0,0,0,0,0,0,0,0,1,0,3241.2961,,,,3241.2961,0.003241296,20271,0.15989819,0,0,0.15989819,0,0.15989819,0,0,0,0
MERCED COMMUNITY COLLEGE,ALTERATION TO (1) - CELLULAR POLE/TOWER,531,2008,2008,2007,,320,0.87613094,1,0,0,0,0,0,0,0,0,1,0,8915.2227,2228.8057,,,2228.8057,0.002228806,20271,0.10995045,0,0,0.10995045,0,0.10995045,0,0,0,0
MERCED COMMUNITY COLLEGE (MERCED COMMUNITY COLLEGE DISTRICT),ALTERATION TO 1-LABORATORY BUILDING - WELDING SHOP BUILDING,531,2010,2009,2008,,550,1.5058501,1,0,0,0,0,1,1,0,0,0,0,216728.78,296602.78,7473.2529,,304076.03,0.30407605,21081,14.424175,14.424175,14.424175,0,0,14.424175,0,0,0,0
MERCED COMMUNITY COLLEGE (MERCED COMMUNITY COLLEGE DISTRICT),ALTERATIONS TO 1-CLASSROOM BUILDING (RM B110),531,2012,2012,2011,,203,0.55579561,1,0,0,0,0,1,0,0,0,0,0,34699.746,37130.277,,,37130.277,0.037130278,15750,2.3574779,0,2.3574779,0,0,2.3574779,0,0,0,0
MERCED THEATER BASEMENT (MERCED COMMUNITY COLLEGE DISTRICT),ALTERATIONS TO 1-THEATER BUILDING BASEMENT; CONSTRUCTION OF 1-ELEVATOR TOWER,531,2013,2012,2011,,421,1.1526598,0,1,0,0,0,0,0,0,1,1,0,830001.38,638144.38,62439.426,700583.75,700583.75,0.70058376,15750,44.481506,0,0,44.481506,0,0,44.481506,0,0,0
LOS BANOS COLLEGE CAMPUS (MERCED COMMUNITY COLLEGE DISTRICT),ALTERATIONS TO 1-EMERGENCY GENERATOR AND UPS INSTALLATION,531,2014,2012,2012,,545,1.4921606,1,0,0,0,0,0,0,0,0,1,0,204944.05,166475.03,,166475.03,166475.03,0.16647503,15750,10.569843,0,0,10.569843,0,10.569843,0,0,0,0
MERCED COMMUNITY COLLEGE (MERCED COMMUNITY COLLEGE DISTRICT),ALTERATIONS TO 1-GYMNASIUM BUILDING (HVAC UPGRADE) 1-SERVICES BUILDING (HVAC UPGRADE) 1-THEATER BUILDING (HVAC UPGRADE),531,2013,2012,2012,,307,0.84053814,1,0,0,0,0,0,0,0,1,1,0,515566.56,515566.56,,,515566.56,0.51556659,15750,32.734386,0,0,32.734386,0,32.734386,0,0,0,0
MERCED COMMUNITY COLLEGE (MERCED COMMUNITY COLLEGE DISTRICT),ADDITIONS TO 1-CELLULAR POLE/TOWER,531,2015,2014,2014,,310,0.84875184,0,0,0,1,0,0,0,0,0,1,0,4951.4243,,,,4951.4243,0.004951424,15096,0.32799578,0,0,0.32799578,0,0,0,0,0.32799578,0
MERCED COLLEGE (MERCED COMMUNITY COLLEGE DISTRICT),ADDITIONS TO 1-CELLULAR POLE/TOWER,531,2015,2014,2014,,218,0.59686422,0,0,0,1,0,0,0,0,0,1,0,44608.508,12391.252,,12391.252,12391.252,0.012391252,15096,0.82083017,0,0,0.82083017,0,0,0,0,0.82083017,0
MERCED COMMUNITY COLLEGE (MERCED COMMUNITY COLLEGE),ALTERATION TO: SCIENCE EDUCATION BLDG S-9 AND S10 LECTURE HALLS,531,2003,,2001,,,,1,0,0,0,0,1,0,0,0,0,0,79465.844,86114.484,5481.1567,,91595.641,0.091595642,,,,,,,,,,,
MERCED COMMUNITY COLLEGE (M.C.C.D.),ALTERATION TO: VOCATIONAL ED BLDG - V-140 LECTURE HALL,531,2003,,2001,,,,1,0,0,0,0,0,1,0,0,0,0,79510.656,79510.656,,,79510.656,0.079510659,,,,,,,,,,,
SAN JOAQUIN DELTA COLLEGE,ALTS. TO LOCKE CENTER ROOMS 126 AND 128,551,1999,1998,1998,,374,1.0239781,1,0,0,0,0,0,0,0,0,0,0,287933.84,275313.69,,,275313.69,0.27531368,28135,9.7854519,0,0,0,0,9.7854519,0,0,0,0
SAN JOAQUIN DELTA COLLEGE,ALTERATIONS TO THEATER BLDG.,551,2001,1999,1999,,660,1.8070201,1,0,0,0,0,0,0,0,1,1,0,283077.09,74568.172,,,74568.172,0.074568175,26429,2.8214526,0,0,2.8214526,0,2.8214526,0,0,0,0
SAN JOAQUIN DELTA COMMUNITY COLLEGE (SAN JUAN DELTA CCD),CONSTRUCTION OF MICROSCOPY TECHNOLOGY BLDG,551,2004,2001,2000,,1100,3.0117002,0,1,0,0,0,0,1,0,0,0,0,8212600,8427280,666351.88,,9093632,9.0936317,29529,307.95596,307.95596,0,0,0,0,307.95596,0,0,0
SAN JOAQUIN DELTA COLLEGE (SAN JOAQUIN DELTA COMM COLLEGE DIST),ALTERATION TO MU BLDG.,551,2004,2002,2001,,929,2.5435176,1,0,0,0,0,0,0,0,0,0,0,337539.56,240381.11,136942.42,,377323.53,0.37732354,31176,12.103013,0,0,0,0,12.103013,0,0,0,0
SAN JOAQUIN DELTA COLLEGE (SAN JOAQUIN DELTA COMMUNITY COLLEGE DIST),ALTERATION TO SAN JOAQUIN DELTA COLLEGE(ELECT. UPGRADE) FOR SHIMA CENTER,551,2004,2002,2002,,692,1.8946332,1,0,0,0,0,0,0,0,0,0,0,361865.34,314656.13,7822.7534,,322478.88,0.32247886,31176,10.343818,0,0,0,0,10.343818,0,0,0,0
SAN JOAQUIN DELTA COLLEGE (SAN JOAQUIN DELTA COMMUNITY COLLEGE DIST),ALTERATION TO LIGHT GRID AT TV CR BLDG.,551,2004,2003,2003,,443,1.2128938,1,0,0,0,0,1,0,0,0,0,0,68556.398,68556.398,,,68556.398,0.068556398,30652,2.2366045,0,2.2366045,0,0,2.2366045,0,0,0,0
SAN JOAQUIN DELTA COLLEGE (SAN JOAQUIN DELTA COMMUNITY COLLEGE DIST),ALTERATION TO C.R. BLDG/S(LOCKE CENTER) ELECTRICAL UPGRADES,551,2011,2003,2003,,3095,8.4738293,1,0,0,0,0,1,0,0,0,1,0,294975,112860,2784.3076,,115644.3,0.11564431,30652,3.7728143,0,3.7728143,3.7728143,0,3.7728143,0,0,0,0
SAN JOAQUIN DELTA COLLEGE (SAN JOAQUIN DELTA COMMUNITY COLLEGE DIST),ALTERATION TO C.R. BLDG/S (HOLT CENTER) ELECTRICAL UPGRADES,551,2011,2003,2003,,3095,8.4738293,1,0,0,0,0,1,0,0,0,1,0,294975,112860,2784.3076,,115644.3,0.11564431,30652,3.7728143,0,3.7728143,3.7728143,0,3.7728143,0,0,0,0
SAN JOAQUIN DELTA COLLEGE (SAN JOAQUIN DELTA COMMUNITY COLLEGE DIST),ALTERATION TO SAN JOAQUIN DELTA COLLEGE( CAMPUS WIDE ELECT.UPGRADE),551,2006,2003,2003,,1270,3.4771447,1,0,0,0,0,0,0,0,0,0,0,3088113.8,3443633,38092.152,,3481725.3,3.4817252,30652,113.58884,0,0,0,0,113.58884,0,0,0,0
SAN JOAQUIN DELTA COLLEGE (SAN JOAQUIN DELTA COMMUNITY COLLEGE DIST),CONSTRUCTION OF CONST OF 6 RELOCATABLE BLDGS,551,2009,2004,2002,,2076,5.6838994,0,1,0,0,0,1,0,0,0,0,0,592321,578500.19,35218.695,,613718.88,0.61371887,28329,21.663979,0,21.663979,0,0,0,21.663979,0,0,0
SAN JOAQUIN DELTA COLLEGE (SAN JOAQUIN DELTA COMMUNITY COLLEGE DIST),CONSTRUCTION OF MARQUEE SIGNS,551,2007,2006,2005,,397,1.0869499,0,1,0,0,0,0,0,0,0,1,0,237207.47,692555.13,38588.246,,731143.38,0.73114336,26906,27.17399,0,0,27.17399,0,0,27.17399,0,0,0
SAN JOAQUIN COMM. COLL.  (SAN JOAQUIN DELTA CCD),CONSTRUCTION OF SCOREBOARD,551,2008,2006,2006,,525,1.4374024,0,1,0,0,0,0,0,0,1,0,0,34756.508,101303.63,3800.0449,,105103.68,0.10510368,26906,3.9063287,0,0,0,0,0,3.9063287,0,0,0
DELTA COLLEGE (SAN JOAQUIN-DELTA CCD),CONSTRUCTION OF DUGOUT & SCOREBOARD,551,2008,2007,2006,,392,1.0732604,0,1,0,0,0,0,0,0,1,0,0,1163138.6,2250673.3,65910.703,,2316584,2.3165841,27711,83.597992,0,0,0,0,0,83.597992,0,0,0
SAN JOAQUIN COMM. COLL. (SAN JOAQUIN CCD),CONSTRUCTION OF 1-SOFTBALL SPORT FIELD / DUG-OUT 1-TRACK AND FIELD 2-SCOREBOARDS 1-PARKING LOT 2-BLEACHERS (OUTDOOR); RELOCATION OF 1-TOILET BUILDING (RELOCATABLE),551,2010,2007,2007,,761,2.083549,0,0,0,0,1,1,0,0,1,1,0,8873666,6789507,484624.16,,7274131,7.2741308,27711,262.49976,0,262.49976,262.49976,0,0,0,0,0,262.49976
SJ DELTA COLLEGE (SAN JOAQUIN DELTA COLLEGE),ALTERATION TO DECK,551,2009,2007,2007,,700,1.9165365,1,0,0,0,0,0,0,0,0,1,0,253101.38,243145.81,6215.606,,249361.42,0.24936143,27711,8.9986439,0,0,8.9986439,0,8.9986439,0,0,0,0
MOUNTAIN HOUSE INTERIM PORTABLES FOR SAN JOAQUIN DELTA COMMUNITY COLLEGE DISTRICT,CONSTRUCTION OF 1-PARKING LOT / SITE PREPARATION FOR 28 RELOC. BLDGS. (INCR. #1) 4-ADMINISTRATION BUILDINGS (RELOCATABLE) (INCR. #2) 4-TOILET BUILDINGS (RELOCATABLE) (INCR. #2) 15-CLASSROOM BUILDINGS (RELOCATABLE) (INCR. #2) 1-STORAGE BUILDING (RELOCATABLE) (INCR. #2) 1-SERVER BUILDING (RELOCATABLE) (INCR #2); RELOCATION OF 3-LABORATORY BUILDINGS (RELOCATABLE) (INCR. #3) 1-CLASSROOM/FUME HOOD BUILDING  (RELOCATABLE) (INCR. #3),551,2011,2008,2008,,888,2.4312634,0,0,0,0,1,1,0,0,0,1,1,15205735,9470962,603042.25,,10074004,10.074004,30111,334.56226,0,334.56226,334.56226,334.56226,0,0,0,0,334.56226
SAN JOAQUIN DELTA COLLEGE,ALTERATION TO 1-PLANETARIUM THEATER,551,2009,2008,2008,,510,1.3963337,1,0,0,0,0,0,1,0,1,1,0,152845.44,106459.03,,,106459.03,0.10645903,30111,3.5355527,3.5355527,0,3.5355527,0,3.5355527,0,0,0,0
SAN JOAQUIN DELTA COMMUNITY COLLEGE,ALTERATION TO LIBRARY BUILDING. ADDITIONS TO LIBRARY BUILDING,551,2010,2008,2007,,951,2.6037517,0,0,0,1,0,0,0,1,0,0,0,18112276,11542520,2445828.3,,13988348,13.988348,30111,464.55939,0,0,0,0,0,0,0,464.55939,0
SAN JOAQUIN DELTA COLLEGE (SAN JOAQUIN DELTA CCD),CONSTRUCTION OF 1-GRADING AND SITEWORK 1-STUDENT SERVICE CENTER BUILDING,551,2010,2008,2007,,804,2.2012792,0,1,0,0,0,0,0,1,0,1,0,22223650,26252600,2711838.8,,28964438,28.964437,30111,961.92218,0,0,961.92218,0,0,961.92218,0,0,0
SAN JOAQUIN DELTA COLLEGE (SAN JOAQUIN DELTA C.C.D.),CONSTRUCTION OF NEW CHILLER ROOM ADDITIONS TO HVAC UPGRADE (CENTRAL PLANT),551,2010,2008,2007,,603,1.6509593,0,0,0,1,0,0,0,0,0,1,0,2189356.3,3299501,241313.39,,3540814.5,3.5408144,30111,117.59206,0,0,117.59206,0,0,0,0,117.59206,0
SAN JOAQUIN DELTA COLLEGE (SAN JOAQUIN DELTA COMMUNITY COLLEGE),ALTERATION TO 1-PARKING LOT 1-MECHANICAL ROOM 1-UTILITY VAULT 1-SITE UTILITIES,551,2009,2008,2008,,531,1.4538298,1,0,0,0,0,0,0,0,0,1,0,1993256.5,1538120.8,131795.23,,1669916,1.669916,30111,55.458668,0,0,55.458668,0,55.458668,0,0,0,0
SAN JOAQUIN DELTA COLLEGE (SAN JOAQUIN COMMUNITY COLLEGE DISTRICT),ALTERATION TO 1-UNDERGROUND ELECTRICAL UTILITY RELOCATION,551,2009,2008,2007,,411,1.1252807,0,0,0,0,1,0,0,0,0,1,0,1333419,1094347,111254.93,,1205601.9,1.2056019,30111,40.038586,0,0,40.038586,0,0,0,0,0,40.038586
BUDD CENTER (SAN JOAQUIN DELTA COLLEGE DISTRICT),ALTERATIONS TO 1-LOCKER ROOM FACILITIES,551,2014,2009,2009,,1884,5.1582212,1,0,0,0,0,0,0,0,0,1,0,357463.56,402048.38,5640.1343,407688.5,407688.5,0.4076885,30430,13.397585,0,0,13.397585,0,13.397585,0,0,0,0
SAN JOAQUIN DELTA COLLEGE (SCIENCE AND MATH BLDG REPLACEMENT),CONSTRUCTION OF 3-CLASSROOM BUILDINGS / LABORATORY BUILDINGS,551,2015,2009,2009,,2337,6.3984938,0,1,0,0,0,1,0,0,0,0,0,74111512,38968020,7489985.5,46458008,46458008,46.458008,30430,1526.7173,0,1526.7173,0,0,0,1526.7173,0,0,0
MOUTAIN HOUSE CAMPUS (SAN JOAQUIN DELTA COMMUNITY COLLEGE DISTRICT),ALTERATIONS TO 1-LABORATORY BUILDING (RELOCATABLE),551,2011,2010,2010,,326,0.8925584,1,0,0,0,0,1,0,0,0,0,0,216195.78,184847.39,1710.9409,,186558.33,0.18655832,27995,6.6639876,0,6.6639876,0,0,6.6639876,0,0,0,0
SAN JOAQUIN DELTA COMMUNITY COLLEGE (SAN JOAQUIN COMMUNITY COLLEGE DISTRICT),CONSTRUCTION OF 1-TICKET BOOTH BUILDING,551,2011,2010,2010,,336,0.91993749,0,1,0,0,0,0,0,0,0,0,0,45263.238,38222.336,,,38222.336,0.038222335,27995,1.3653272,0,0,0,0,0,1.3653272,0,0,0
MOUNTAIN HOUSE CAMPUS (SAN JOAQUIN DELTA COMMUNITY COLLEGE DISTRICT),ALTERATIONS TO 2-CLASSROOM BUILDINGS (RELOCATABLE),551,2012,2011,2011,,500,1.3689547,1,0,0,0,0,1,0,0,0,0,0,156771.17,231812.31,75626.414,307438.72,307438.72,0.30743873,24796,12.398723,0,12.398723,0,0,12.398723,0,0,0,0
SHIMA EXPANSION (SAN JOAQUIN DELTA CCD),ALTERATIONS TO 1-CLASSROOM BUILDING (SHIMA) 1-SHOP BUILDING (HOLT); CONSTRUCTION OF 1-COVERED STRUCTURE 1-STORAGE SHED 1-SHOP BUILDING (SHIMA); RELOCATION OF 1-SHADE STRUCTURE,551,2015,2011,2010,,1395,3.8193834,0,0,0,0,1,1,1,0,0,1,0,9047984,9583717,2031037.9,11614755,11614755,11.614755,24796,468.41245,468.41245,468.41245,468.41245,0,0,0,0,0,468.41245
SHIMA CENTER (SAN JOAQUIN DELTA COMMUNITY COLLEGE DISTRICT),CONSTRUCTION OF 1-SHADE STRUCTURE,551,2012,2011,2010,,722,1.9767705,0,1,0,0,0,0,0,0,0,1,0,369878.84,515501.66,14461.864,529963.5,529963.5,0.52996349,24796,21.372944,0,0,21.372944,0,0,21.372944,0,0,0
SAN JOAQUIN COMMUNITY COLLEGE (SAN JOAQUIN DELTA COMMUNITY COLLEGE DISTRICT),ALTERATIONS TO 1-DANNER HALL BUILDING - SECOND FLOOR,551,2014,2011,2011,,999,2.7351713,1,0,0,0,0,0,0,0,0,0,0,601366.31,1097657.8,246515.36,1344173.1,1344173.1,1.3441731,24796,54.209274,0,0,0,0,54.209274,0,0,0,0
DELTA COLLEGE (SAN JOAQUIN DELTA COMMUNITY COLLEGE DISTRICT),ALTERATIONS TO 1-SHIMA BUILDING (RESTROOMS) 1-BUDD BUILDING (RESTROOMS) 1-LOCKE BUILDING (RESTROOMS) 1-HOLT BUILDING (RESTROOMS),551,2014,2012,2012,,630,1.7248828,1,0,0,0,0,0,0,0,0,1,0,1439505.4,1224196.5,347393.75,1571590.3,1571590.3,1.5715903,25383,61.91507,0,0,61.91507,0,61.91507,0,0,0,0
DELTA COMMUNITY COLLEGE (SAN JOAQUIN DELTA COLLEGE),ALTERATIONS TO 1-FORUM BUILDING,551,2014,2013,2012,,404,1.1061153,1,0,0,0,0,0,0,0,0,0,0,1197739.4,230747.19,377390.5,608137.69,608137.69,0.60813767,22679,26.815014,0,0,0,0,26.815014,0,0,0,0
